,comment
194,张家口兄弟等等
195,因为说了一半没信号了
196,我刚开始以为是天天回来
197,确实老人容易被欺负 问东西问不到
198,哎
199,不要杠
200,吹风机哈哈哈
201,这明明少了一秒
202,老人不一定会调泰，你要是不给调，我奶奶天天就看一个台
203,大爷你怎么骂人呢
204,大爷你怎么骂人呢
205,是我外婆外公的样子hhhhhhhh
206,小东西长得真抽象
207,台湾翻译就是粉红猪小妹↑
208,哈哈哈哈嗝形象
209,老人连佩奇都不知道是什么，怎么可能想着从电视上找
210,硬核手办
211,哇，金色传说！
212,woc我们同学叫薛大为
213,河北省怀来县口音～
214,哎呀我的妈呀大半夜笑成傻子！！！
215,硬核佩奇
216,很忧伤
217,我同学叫王佩奇
218,过年是怎么都要回家的～
219,硬核佩奇
220,老爹的心是山，儿子面前脸是铁
221,大晚上叫我看这个，心里一片寒酸睡不着
222,怎么百度，老人家舍不得买新手机，一个老翻盖手机
223,原作：石丿森章太郎
224,村的电视是连接锅的，不演佩奇啊。。
225,好巧，同学任佩琪
226,我爷爷叫郭玉宝。。。。
227,半夜笑出猪叫声
228,这口音不对啊应该是 sua 猪？（滑稽）
229,笑着笑着就哭了。。我爷走了好几年了
230,一窝都猪，哈哈哈哈哈
231,九百九十九
232,沥青路，交通不是问题哈哈哈。很多老人不会用手机才这样，手机太老了
233,本身是最直接的答案，小朋友太任性
234,知道佩奇的成年人有几个看过佩奇动画片呢
235,这段真是太真实了
236,想起我爷爷我外公了
237,马上就要带老人去城市了，大型打脸现场
238,为啥子感觉吹唢呐那个是我爸……
239,这个大爷是村子里找的~
240,硬核老大爷
241,哈哈哈哈哈官方吐槽笑出声了
242,这个是在我老家拍的啊~
243,女儿要出生了。小名叫佩奇
244,你咋叫佩琪啊
245,我要三吨金条
246,⋯⋯
247,我爷爷就喜欢守着一个台看
248,Sam’s wife has been to Beijing 
249,Maybe your grandchild is her fan
250,住手！！这不是佩奇
251,前方唢呐高能
252,不是魅族15，15正面上面的摄像头在中间，这个明显在侧面
253,蒸汽朋克风佩奇
254,背景音乐都一起硬核了
255,tm放了寒假就去外公家 
256,我爷爷八十多岁了，还记得儿孙电话号码，自己拨，就是眼神不够好
257,BGM:   Gangsta Symphony
258,哭了，想到我爷爷了
259,绝地科学家——八倍不屏息啊——
260,这天天....我想歪了……
261,夜敲寡妇门
262,这个方言和我们一样
263,这本来就是移动赞助拍的
264,中国移动出的钱拍的，昨天刚看见移动的推送
265,我爷爷每天就看一个台，还是cctv新闻
266,我爷爷也是这样 什么都给我做  哭了
267,这喇叭哈哈哈哈
268,寻思着这鼓风机得卖断货啊
269,我以为我会很感动，，没想到……
270,有内鬼，终止交易
271,我靠，真帅爆啊！爷爷！
272,打脸预警
273,爷爷辈的啥都会
274,鲁F.XL051在乱说揍你
275,心疼老爷爷
276,世界上最好的爷爷
277,吹风机哈哈哈
278,哈哈哈哈哈哈太魔性了
279,红字暴躁老哥啊，至于吗你，别蹦脏字啊
280,老家有个空巢伯伯不舍得看电视怕浪费电只看新闻联播T^T
281,我奶奶现在在床上看黑客帝国……
282,英文字母好评…
283,信号没问题，是他手机太旧了，村里其他人都用智能机看直播了，信号肯定没问题
284,these are dates for you
285,these are mushrooms i got for you
286,when will you come back with your child
287,"No,it Isn't like this"
288,It took me much time tofind this.
289,交代历史背景，为后文埋下伏笔，推动情节发展，侧面烘托人物形象
290,这个好看诶！出不出周边！
291,这大爷普通话真好
292,想姥爷了
293,唢呐和哈哈哈哈哈哈哈
294,这三个熊孩子抓起来打一顿
295,那个是老三媳妇 不是他老伴
296,我爸的手机也是打不通 总是不充电
297,我爷爷就会看抗日片和新闻他还这。不知道佩奇
298,佩奇都是猪下的 你当然没下过
299,字幕君好评
300,真实爷爷奶奶就是这样说话的
301,我奶奶住城里天天看电视一样不知道佩奇啊，家里没小孩老人没事看什么动画片
302,红色字幕君施工完毕，请问我一共说了多少句what's page，猜对了……也没奖
303,"No, I already found it "
304,This is the mushroom I picked for you 
305,"I won't buy it, it's too expensive "
306,I'll get you another one later 
307,and……（Be interrupted)
308,Don't stay. Get in the house 
309,"No, I can't let you paint the pig"
310,改正:piggy，It's red（感谢上方黄色弹幕提醒）
311,我张家口农村奶奶家，电视只有十多个频道
312,"我也没,我出生之前爷爷公公都早不在了"
313,张家口怀来县南辛堡拍的 大爷就是那人
314,硬核佩奇
315,蒸汽朋克风的佩奇 帅啊……
316,帅啊……蒸汽朋克风的佩奇
317,蒸汽朋克硬核佩琪
318,是品如的唢呐
319,哈哈哈哈哈哈笑死
320,硬核吹风机，佩奇
321,无助的呐喊
322,这个佩奇好酷
323,what the fu*k
324,It's really hard to fing this 
325,他们可能见过，但绝对不会记这个叫“佩奇”的东西
326,哈哈哈哈太可爱了
327,看了好几遍才发现是张家口方言
328,视频彩铃，中国移动的新业务
329,天天？？？
330,硬核爷爷
331,保定话，不是太地道就是了
332,冀F是保定，我是保定人熟悉的很
333,太容易哭的人脑子是进水了
334,纳尼？？不回来了。。
335,实际上这是有口音的普通话，完全说方言的话肯定有很多人听不懂
336,Its nose is round 
337,It's a character in a cartoon 
338,Can't black.Can't Color 
339,硬核佩奇
340,"He's something wrong,tell him"
341,I'll ask her what is Paige 
342,The third daughter-in-law stayed there 
343,My parents gave me a name page
344,Come on！
345,My Grandson  only three years old
346,I have a question
347,I'm Li Yubao
348,Do you know what is page?
349,Tell me what do you want
350,Where's your mother?
351,Where's your father?
352,"Oh,you are TianTian"
353,When do you come back?
354,老人跟孩子说话当然不用方言了，怕听不懂
355,这个是真的真实  我上次就是这样  背着几十斤的包骑了十公里的自行车
356,塑料兄弟情
357,开始以为是手表。
358,我爸同款
359,我不告诉你，你不社会
360,莫名心疼
361,卡在奇怪的地方
362,万物皆可佩奇
363,我爸小名叫宝玉…
364,连个信号都没有，做什么广告
365,硬核唢呐
366,魯F我煙台的哈哈哈哈哈哈哈哈哈哈
367,吹风机是本体
368,心疼老爷爷
369,我也没见过我爷爷
370,这特么还原度太牛逼了
371,就在身后！！！！回来了！！！
372,这个金属朋克风佩奇太特么帅了！！！
373,有的手机有手套模式
374,我爷爷60多了，天天抱着iPad下棋刷微信……
375,要我孩子，非得教训下他
376,看到弹幕都在骂帮我就放心了
377,纠结过年看佩奇还是熊出没
378,自己带手套试试
379,我爷爷他们就住我们隔壁
380,正片哈哈哈
381,生动
382,是那个男人吗？
383,嘴角微微上扬
384,突然发现这个村子好像是我老家上面的村子。。。。
385,←触屏手套啊，兄嘚
386,多晚  我们也说 就是什么时候
387,保定的牌照233333老乡
388,一万多小时就能到家了，我靠
389,前面那个吴佩孚的我是孙传芳，我已经报警了
390,硬核小卖部
391,心态这个老爷爷
392,一佩奇削死他
393,我虽然和爷爷一起，但我也想外公
394,这不是三星的手机吗，以前我爸就用这个
395,我爱我爷爷奶奶可是他们都……
396,卧槽太形象了
397,我的妈第一次在b站看到河北的朋友
398,硬核佩琦
399,哇!金色传说
400,卧槽.....这佩奇有点diao
401,笑着笑着眼泪掉下来了
402,硬核佩奇了解一下吗
403,行吧 哭到儿子开车出现。。。
404,硬核佩琪
405,爷爷我想你，过年就回来
406,不知道你们看没看过很早央视的广告，奶奶说：都忙，忙，忙点儿好啊。☹
407,张家口方言不这样
408,看到这很心酸
409,突然笑出声
410,小羊苏西小马佩德罗小狗丹尼
411,我游走于刀尖之上。
412,硬核爷爷
413,你咋还骂人呢
414,这个大爷看着也挺孤独的不是吗
415,粉红猪小妹
416,后面一句，来接你过年，信号断了，没听见
417,看到这大家都心疼爷爷啊，冷嘲热讽的干嘛啊。
418,一窝猪23333
419,这里有个BUG他孙子三岁，如何做到最后的三头猪的？
420,喂喂喂，少了一秒
421,张家口山区吧，我在那里呆过
422,其实这片子是中国移动赞助的（
423,如果是演的，那演的相当真实了
424,沈阳鼓风机厂三车间二号流水线质检员王全蛋 投币了
425,在电影《孙子在美国》里有类似的情节，爷爷用皮影做了个蜘蛛侠
426,就是电吹风
427,大爷永远是你大爷
428,说的好像你们一个人在外地，混的顺风顺水一样
429,遇到知道的人了
430,生动啊哈哈哈哈哈
431,小小小小灵通
432,老人除了新闻我估计都不可能看别的
433,字母菌66666
434,大家好，这是沙城方言，张家口市怀来县，就家乡的方言
435,这就是移动网
436,好真实啊wc
437,张家口人走一波
438,像沧州话，但是沧州没有山啊！
439,又见面了
440,一窝猪233333
441,我也想问啊 没得问了.
442,问我爷爷呀肯定也不知道
443,爷爷真的好
444,耿哥的老年生活
445,傲娇2333333
446,大年初一不收礼，全家进城看佩奇
447,你们会打脸的
448,这段静音看直接飙泪
449,有爷爷的我突然感觉非常幸福
450,候国玉你来辣
451,破碎！！溢出！！撕裂！！！
452,赛  博  朋  克  2  0  7  7
453,是河北张家口拍的
454,莫名的感动
455,本色出演，比专业更专业
456,绝地科学家，八倍不屏息呀
457,等会，你这大晚上就打算找人家老三媳妇······
458,祝大家的爷爷奶奶外公外婆家中长辈都身体健康平平安安啊
459,这手机....魅族15？
460,蒸汽风格的佩奇
461,爷爷固然是好，更可贵的是爷爷于孙子的一诺千金
462,你大爷还是你大爷
463,这口音是张家口的味道！
464,i will change a new one for you
465,deja vu
466,"you come back,son"
467,it's round here
468,is this ok
469,then you tell me What it is like
470,laosanxifu had been in Beijing
471,tell me about it
472,i know this
473,why you named peppa
474,Just this
475,standing by
476,What is peppa
477,为大神献上膝盖
478,那个吹唢呐的，肯定是吹给他孙子听的，想听小猪佩奇！
479,佩奇英文是peapa pig
480,孙女的意思是他想吃猪肉了，，，
481,大爷你给点糖啊。。。
482,哈哈哈哈哈哈一窝猪
483,"Her brother is a pig, too"
484,"His father is  a pig, and his mother also is a pig. "
485,I'm watching now
486,I found Page 
487,This is my gift for my grandson 
488,"Father, let's eat first!"
489,Father. let us eat first
490,Your phone is disconnected 
491,You didn't make it clear.
492,Don't you want not come back?
493,When are you coming back together ?
494,It's very convenient to have high-speed rail now. I can go home in an hour or more 
495,视频彩铃，移动新业务
496,Let's hear what they have to say 
497,A lot of people are already on their way home 
498,进度条表示一切都不简单
499,"Can't black,how about color?"
500,改正:piggy，It's red（感谢上方黄色弹幕提醒）
501,搞得跟恐怖片似的。。。
502,有电视还找佩琪...
503,生动形象
504,小卖部卖手机？
505,全能，好爷爷
506,你们怕不知道有的电视机他看不了少儿频道，我太奶奶家有一个只能看体育频道和三个新闻频道。
507,网络电视，安卓平台的都是佩奇
508,我还在学校  天啊 回家
509,一模一样，厉害了！
510,Pepper who?
511,come here children
512,我爷爷走了，想他
513,标准甲方
514,我来看看佩琪大哥
515,哈哈哈哈哈握草
516,老人很多不会用智能手机的
517,手套可以啊
518,啊啊啊放开那猪猪
519,张家口方言说快了你们听不懂的
520,他不是信号不好，他是手机不好
521,So tell me what it looks like 
522,Can't let you paint
523,It has to be red 
524,"Little pig, It's red"
525,WHAT did you say?
526,She worked as a nanny in Beijing 
527,Does sister at home?
528,Used to babysit 
529,I KNOW page
530,Why is your name Paige? 
531,What's page
532,Mating 
533, Where's theAntenna 
534,What is page?
535,普通手套是可以触屏的
536,看穿一切的男人-------唢呐王
537,电视是有，你也得知道哪个台，什么时间会放啊！
538,硬核老头
539,吴大为的还行。。
540,小羊苏西
541,他废诶
542,我奶奶也天天只看一个台
543,鼻子长头上那个
544,生活帮放了
545,光速打脸
546,对呀，问儿子就行了啊。。。
547,硬核佩奇
548,好好啊爷爷
549,电视哪有小猪佩奇，都是电脑看的
550,张家口方言不是这样的
551,standing by
552,跳舞的线：田野
553,斯坦丁拜的是认真的嘛？
554,若是英雄怎么能不懂寂寞
555,爷爷社交圈挺广啊
556,过分真实
557,山区信号塔少就没信号咯，大声点有问题・_・?
558,硬核朋克风66666
559,河南话吧？？
560,硬核爷爷
561,这是佩奇的广告吧
562,我小名就叫天天…………
563,天天啊
564,眼泪都准备好了，结果卧槽了
565,5、5、5……嘟嘟嘟……stand by ……“黑心！”咔！complete
566,是鼓风机23333
567,祝大家的爷爷身体健康！
568,大深山里爬山才有信号。。。唉
569,我想我爷爷了，唉
570,冀F河北张家口，再说其他地方的自重
571,广告插入得不错
572,谁又愿意颠沛流离
573,你家有电视吧？你问问周围的老人家谁tm知道什么是佩奇
574,我们公司有个交吴佩琪的。不知道同一人不坐标海南
575,前面说老人不用智能机的，人家都看美女直播了
576,张家口的别走！！
577,涩会我钢铁佩奇哥，人狠说话如狂风大作
578,进了儿子用方言，爹用类普通话，总有种错觉应该反着来啊
579,半夜笑死我了
580,真的求你还有你类似的人滚出b站，让b站重新好起来
581,你怎么骂人呢
582,吹风机呼呼呼呼
583,我奶奶家有只有一个台 而且打开总是跳雪花 没法看
584,有的手机有手套模式
585,说真的真看不出来这是动画片的宣传片。
586,其实，谁不想回家？
587,张家口怀来县 我的家 方言听的真亲切
588,2.0T涡轮增压佩奇
589,想爷爷了，出国以后就没什么时间回国，前年爷爷走了我也不在，特别难过
590,没来得及见爷爷奶奶
591,唉他怎么弄屏幕的，带着手套咋搞的
592,前面虎牙你是魔鬼吗
593,核硬朋克佩琦
594,超灵敏触控
595,你大爷还是你大爷
596,能看电视为什么不能打电话
597,有电视就必须知道佩奇了？别说爷爷了，我都没在电视上看到过佩奇
598,年纪大了，眼睛容易进沙子……
599,事实证明   佩奇毁了许多孩子
600,说普通话是因为和孙子在交流，后面就说的家乡话了，北方的家乡话很多都和普通话差不多
601,王境泽定律
602,全村信号最好的地方
603,前面的，我手机带这种编织手套也能触控
604,这就是方言。张家口方言就这样
605,蒸汽朋克幻想风豪华特别版工业金属佩奇
606,想起了我的爷爷
607,硬核佩奇
608,我也想爷爷了，可是。。。
609,这是河北话啊，歇闹
610,只有我的小名叫臭娃吗……
611,短号哈哈哈
612,这个开车的人说的是哪儿的话啊~很明显学的不像啊~
613,太硬核了
614,怎么骂人呢
615,这儿子是真的孝顺
616,爷爷辛苦了~
617,这爷爷很爱孙子啊
618,前面的朋友都是怎么在想啊，有电视没手机不是很正常的一件事情吗？
619,华农兄弟的既视感
620,估计那两个在办事
621,需要一个小玩♂具
622,我们班主任叫王保
623,parden me
624,唉╯﹏╰ 讨厌现在信息化小视频网红
625,如果不是无意间看 我还依旧唾弃这影片名字因为我不喜欢
626,啊哈哈  设会设会
627,有眼睛的粉色口哨
628,一长两短
629,那是老三媳妇。不是他老伴
630,注入灵魂
631,piggy red one
632,小孩好可爱啊
633,哇，真的感动
634,她就是要吃猪肉
635,他就是要吃
636,承德认老乡
637,是86！86上山了！
638,这爷爷真可爱
639,真香
640,俩人干活呢
641,这种视频竟然还拿鬼畜开玩笑，缺爱吗？
642,好像是在张家口拍的
643,莫名的感动
644,莫名的感动
645,修罗铠甲，合体！
646,乡下只能看几个台
647,去年跟母亲回家祭祖，村子里有的窗户还是纸糊的，你们能信么。有的地方就是穷啊。
648,老爷子很牛逼！
649,中国移动友情赞助
650,心疼
651,从点开到现在我就没笑出来过。
652,her family are all pigs.
653,(What?)
654,this is the gift for My grandson
655,真是个小精灵
656,"here,nose"
657,it's a cartoon
658,"he is crazy,tell him quickly"
659,What are youdoing
660,it may like jumping chess
661,what's this
662,Do you want shampoo
663,不是所有地方的电视都几十上百个频道的，有的只有那么几个主要的
664,温子仁
665,大婶记得啊，厉害了
666,老人看的台很固定 不会去看有动画的
667,小猪佩琪是peppa pig 不是page
668,这就是给中国移动打广告
669,我同学叫张佩琪
670,砂石喷嚏
671,错了应该是her
672,"Hello,YuBao"
673,This is the jujube I picked for you 
674,I'm going back to get my stuff 
675,Get in the car
676,巧了我叫jiang佩歧
677,其实没啥心疼的，爷爷平时闲着，有事情做了也不无聊了
678,动手能力好强
679,家里没有小孩看动画片的心酸
680,真香警告。
681,555，standingby，henshin！
682,前方高能！
683,想打人的等等，有转折的啊啊啊啊
684,配种233333
685,应该找刘佩琦演
686,超灵敏触控了解下。诺基亚920就有
687,走在冷风中
688,attention again!
689,太可爱了吧！
690,想吃大枣和核桃
691,哈哈哈哈哈哈笑死我
692,直截了当
693,那个叫鼓风机
694,淳朴的心最感人
695,呀，我河北口音
696,你家电视上演佩奇？
697,小朋友也太可爱了吧！！！＾3＾
698,呜呜呜，我爷爷在我爸爸七岁时便过生了。
699,太真实了 泪目
700,这才社会
701,这爷爷真好
702,车排子是山东的
703,明明鼓风机
704,"Son,you come back"
705,Page is fake
706,明明是鲁F啊
707,Pigs can't be painted 
708,What kind of pig? 
709,WHAT'S page
710,Does sister at home?
711,I'm Yubao
712,Where are you going
713,Just say
714,I KNOW
715,这是张家口话
716,You are
717,This is page
718,What's page
719,I Inaudible 
720,I'll give you
721,Cooking?
722,佩奇不是个东西
723,老人大多就只固定看几个频道
724,村通网
725,555，standing by！henshin！complet！
726,这是怀来县方言
727,这是佩琪
728,还我一秒
729,鼻子一酸。。。。。。。。
730,好羡慕有爷爷的
731,老爷子 别这样 真不是你想的...
732,硬核佩琪
733,哈哈，流弊。笑的我眼泪都出来了
734,现在的中国依然有很多地方很落后，这是事实
735,绝对是我们河北张家口的方言。
736,冀G才是河北张家口
737,盘他！
738,啥是佩奇
739,滴滴滴，555，standing by，complete！
740,笑着哭
741,核能佩奇，太社会了
742,头文字D
743,噗，我也是王玉开头
744,修罗铠甲，合体
745,移动人路过
746,封面呢？？？？
747,全员佩奇登场！！！
748,小灵通哪来的4G 
749,全员佩奇登场！！！
750,硬核佩奇
751,全家进城看佩琪
752,为什么不再打一个电话
753,手机有手套模式
754,欠揍的孩子
755,灵魂来了
756,这广告简直丧心病狂
757,硬核佩奇
758,这儿子是保定滴
759,修罗铠甲合体
760,傲娇爷爷
761,我的爷爷也不愿到县里来住
762,这种孩子打死就好了
763,拜托，这明明是苏西
764,涡轮增压
765,刘佩琦233
766,泪止不住了
767,哈哈哈哈哈哈哈哈哈哈
768,绝壁是移动广告
769,我想再见奶奶一次
770,棋子丢了 得配棋子
771,这手机买得起？
772,太帅了这个
773,社会我佩哥 人狠话又多！
774,卧槽NB
775,爵士乐架子鼓
776,笑着笑着感觉好心塞
777,哈哈哈哈哈哈哈吹风机
778,爷爷可太逗了
779,比这闭塞的有很多的
780,骗我眼泪是吧@＿@
781,硬核爷爷
782,爷爷去年刚去世
783,别骂人呀人家开玩笑的
784,怎么可以这样
785,中国移动祸害百姓
786,硬核蒸汽朋克风格的佩琪
787,吹风机笑死
788,前方打脸高能
789,酷毙了
790,忍不住笑出伤感的眼泪
791,问不了儿子，舍不得买手机，天线掉了，2g信号搜不到
792,你咋不叫移动呢
793,怎么能骂人呢，还一家都是猪
794,四川人能听懂
795,暗黑♂佟大为
796,究竟什么是佩奇
797,小孩子怎么那么可爱
798,厉害了
799,笑了让我发出了猪叫
800,明玉！！！
801,dark♂为
802,老人除了看新闻，或者看戏曲不看别的
803,钢铁佩琪
804,说闭塞的你对农村大概还是有什么误解吧
805,少儿频道有佩奇
806,真香，在偷瞄
807,It’s a cartoon character 
808,一窝猪哈哈
809,小猪佩奇是peppa pig吧
810,一本正经瞎说八道
811,注入灵魂
812,爷爷好可爱啊
813,我们终究是错过
814,what pig？
815,"我爷爷用华为mate20,比我的都牛逼"
816,超帅哒！！NB
817,小狗丹尼
818,康普里特
819,我就是张家口人
820,字幕翻译辛苦啦！
821,佩奇？要不得要不得不要
822,没听出是张家口方言
823,朋克佩奇
824,卧槽？？
825,吹风机
826,佩奇  蒸汽朋克  史诗
827,蒸汽朋克2333
828,真傲娇
829,盘他！
830,麻麻赖赖的
831,小猪佩奇是美国动画片
832,啥是社会人啊
833,还是那句话，牛逼透了
834,哈哈哈哈
835,就是个吹风机
836,好心酸
837,想我爷爷了
838,两只字幕君
839,surprise motherf*cker
840,come in
841,硬核啊！
842,Isn't it beautiful?
843,最开始以为手机广告
844,天天回来
845,哈哈哈哈哈哈哈哈哈哈哈哈
846,滴 滴滴
847,前方高能
848,熊孩子欠打
849,视频彩铃什么鬼？这么高级
850,再看一遍
851,我想说不就是中国移动的广告嘛？
852,And some Walnut 
853,我们村还好，不像这么穷
854,Do you feel cold? 
855,（山西地方脏话）
856,网络键盘侠就你们这种人，不看事实真相就看表面就开喷
857,傲娇
858,高能预警
859,太硬核了
860,赛博朋克2077
861,社会我佩奇
862,这个老爷爷不是专业演员
863,我怎么感觉下面的英文字幕有3d效果
864,张家口人听着不像
865,明明是信号不好啊
866,住手！
867,淳朴可爱
868,盘他
869,赛博朋克2077
870,哈哈哈哈哈哈哈笑着哭
871,What are you going to do? 
872,It is ZhangPeiqi
873,小马佩德罗
874,这叫鼓风机 暴露年龄了
875,小卖部卖手机
876,赛博朋克2077
877,要我就抽死他
878,什么是被骑？
879,键盘侠装什么b，别影响我心情
880,孙传芳
881,涡轮增鸭 佩琪机
882,真香定律
883,我（脏话）。。。（脏话）的
884,移动联通不能安个信号塔吗
885,糟老头子坏里很
886,drak♂为
887,小猪佩奇
888,一模一样，不是一模一样
889,感觉是张家口方言。
890,dark♂为
891,哈哈哈哈哈哈
892,佩种！！！！
893,23333333333333
894,这么强推荐我就看看吧
895,绝对蒸汽朋克佩奇
896,移动人来报道
897,哈哈哈哈 太好玩了
898,全员佩奇登场！！！
899,这创意好
900,小米被黑的最惨的一次
901,完整个屁 总共才八分13秒
902,熊孩子真 欠打。为什么不喜欢小孩子的原因。。。
903,前方高能
904,哈哈哈哈哈
905,前方高能
906,猝不及防你就知道了
907,封面真实
908,想到我姥爷了，泪崩
909,移动会打广告
910,河北话???我河北人听着像河南话。。。
911,干干巴巴的
912,好可爱的孩子
913,有电视没有佩琪。。。
914,佟大为
915,。。。假面骑士吗？
916,不在服务区啊
917,手工耿做了个
